ticker,primary_etf,effective_from,effective_to,status,mapping_note
ROL,,2025-06-10,2025-06-10,excluded,openrouter_reviewed_historical_mapping_batch
RSG,EVX.US,2025-04-07,2025-04-15,approved,openrouter_reviewed_historical_mapping_batch
SBAC,SRVR.US,2025-07-10,2025-07-10,approved,openrouter_reviewed_historical_mapping_batch
SCHW,IAI.US,2025-07-21,2025-07-21,approved,openrouter_reviewed_historical_mapping_batch
URI,PAVE.US,2025-08-20,2025-08-26,approved,openrouter_reviewed_historical_mapping_batch
V,IPAY.US,2025-03-05,2025-03-05,approved,openrouter_reviewed_historical_mapping_batch
WEC,XLU.US,2025-07-10,2025-07-15,approved,openrouter_reviewed_historical_mapping_batch
WFC,KBWB.US,2025-02-18,2025-03-20,approved,openrouter_reviewed_historical_mapping_batch
WRB,KBWP.US,2025-04-21,2025-07-10,approved,openrouter_reviewed_historical_mapping_batch
WSM,XHB.US,2025-10-20,2025-10-20,approved,openrouter_reviewed_historical_mapping_batch
AKAM,HACK.US,2026-05-15,2026-05-15,approved,openrouter_reviewed_historical_mapping_batch
CNC,IHF.US,2026-01-12,2026-01-15,approved,openrouter_reviewed_historical_mapping_batch
DOW,IYM.US,2026-03-16,2026-04-15,approved,openrouter_reviewed_historical_mapping_batch
DVA,IHF.US,2026-06-22,2026-06-22,approved,openrouter_reviewed_historical_mapping_batch
EXPE,PEJ.US,2026-01-02,2026-01-12,approved,openrouter_reviewed_historical_mapping_batch
FDX,IYT.US,2026-02-20,2026-02-20,approved,openrouter_reviewed_historical_mapping_batch
GM,CARZ.US,2026-01-02,2026-01-12,approved,openrouter_reviewed_historical_mapping_batch
HAL,OIH.US,2026-03-20,2026-03-20,approved,openrouter_reviewed_historical_mapping_batch
HPE,XTH.US,2026-06-22,2026-06-26,approved,openrouter_reviewed_historical_mapping_batch
LUV,JETS.US,2026-02-05,2026-02-20,approved,openrouter_reviewed_historical_mapping_batch
TPL,IEO.US,2026-03-10,2026-03-16,approved,openrouter_reviewed_historical_mapping_batch
TRGP,MLPX.US,2026-04-01,2026-04-06,approved,openrouter_reviewed_historical_mapping_batch
VRT,GRID.US,2026-05-26,2026-05-26,approved,openrouter_reviewed_historical_mapping_batch
VTRS,XPH.US,2026-01-02,2026-02-20,approved,openrouter_reviewed_historical_mapping_batch
